rpm,label
2538,0
2567,0
2461,0
2507,0
2540,0
2586,0
2503,0
2528,0
2623,0
2610,0
2526,0
2604,0
2642,0
2685,0
2711,0
2675,0
2677,0
2734,0
2788,0
2749,0
2775,0
2768,0
2788,0
2753,0
2873,0
2821,0
2824,0
2854,0
2875,0
2945,0
2977,0
2903,0
2886,0
2954,0
2986,0
2873,0
2953,0
2927,0
3051,0
2950,0
2994,0
2955,0
2935,0
3048,0
3058,0
2993,0
3088,0
3051,0
3198,0
3075,0
3049,0
3011,0
3115,0
3119,0
3146,0
3042,0
3109,0
3112,0
3155,0
3079,0
3193,0
3245,0
3258,0
3252,0
3288,0
3262,0
3306,0
3260,0
3320,0
3257,0
3333,0
3245,0
3327,0
3326,0
3269,0
3240,0
3350,0
3346,0
3390,0
3322,0
3287,0
3363,0
3394,0
3351,0
3418,0
3351,0
3403,0
3348,0
3433,0
3369,0
3447,0
3504,0
3468,0
3411,0
3521,0
3496,0
3360,0
3408,0
3421,0
3447,0
3464,0
3446,0
3447,0
3443,0
3462,0
3483,0
3531,0
3536,0
3499,0
3448,0
3514,0
3615,0
3499,0
3521,0
3543,0
3533,0
3437,0
3513,0
3544,0
3571,0
3530,0
3453,0
3495,0
3465,0
3529,0
3537,0
3522,0
3560,0
3551,0
3453,0
3533,0
3476,0
3563,0
3465,0
3540,0
3487,0
3396,0
3411,0
3455,0
3497,0
3495,0
3471,0
3491,0
3411,0
3428,0
3552,0
3469,0
3500,0
3494,0
3388,0
3508,0
3420,0
3465,0
3464,0
3417,0
3434,0
3435,0
3414,0
3393,0
3430,0
3434,0
3404,0
3347,0
3335,0
3401,0
3462,0
3370,0
3415,0
3370,0
3409,0
3341,0
3373,0
3378,0
3273,0
3264,0
3385,0
3319,0
3324,0
3303,0
3306,0
3190,0
3208,0
3168,0
3200,0
3262,0
3271,0
3212,0
3091,0
3177,0
3218,0
3114,0
3151,0
3227,0
3055,0
3060,0
3087,0
3096,0
3135,0
3074,0
3095,0
3158,0
3058,0
2999,0
3081,0
2993,0
3060,0
3056,0
3068,0
3061,0
2999,0
3015,0
2963,0
2931,0
2926,0
3003,0
2872,0
2854,0
2949,0
2875,0
2907,0
2818,0
2831,0
2875,0
2831,0
2786,0
2828,0
2807,0
2785,0
2731,0
2759,0
2757,0
2734,0
2646,0
2681,0
2606,0
2709,0
2655,0
2607,0
2756,0
2646,0
2662,0
2501,0
2633,0
2531,0
2541,0
2585,0
2522,0
2558,0
2573,0
2459,0
2526,0
2481,0
2420,0
2530,0
2411,0
2206,0
2393,0
2412,0
2323,0
2357,0
2245,0
2319,0
2229,0
2197,0
2320,0
2231,0
2195,0
2110,0
2202,0
2199,0
2148,0
2151,0
2178,0
2079,0
2195,0
2083,0
2119,0
2155,0
2025,0
2101,0
2027,0
2044,0
1954,0
1997,0
2065,0
1915,0
1814,0
1880,0
1930,0
1839,0
1819,0
1889,0
1878,0
1782,0
1698,0
1854,0
1810,0
1740,0
1743,0
1768,0
1652,0
1700,0
1722,0
1704,0
1732,0
1750,0
1563,0
1616,0
1613,0
1576,0
1531,0
1633,0
1571,0
1550,0
1494,0
1469,0
1506,0
1381,0
1382,0
1404,0
1438,0
1395,0
1377,0
1379,0
1343,0
1379,0
1411,0
1330,0
1327,0
1256,0
1299,0
1329,0
1258,0
1243,0
1307,0
1212,0
1168,0
1129,0
1256,0
1237,0
1208,0
1058,0
1200,0
1074,0
1033,0
1152,0
1196,0
1081,0
1130,0
1174,0
1097,0
940,0
1023,0
1039,0
920,0
946,0
869,0
945,0
979,0
858,0
921,0
866,0
878,0
918,0
839,0
913,0
837,0
834,0
952,0
891,0
860,0
859,0
838,0
756,0
809,0
765,0
715,0
710,0
777,0
746,0
794,0
805,0
674,0
717,0
722,0
731,0
769,0
757,0
680,0
688,0
697,0
699,0
675,0
690,0
658,0
634,0
568,0
631,0
583,0
654,0
591,0
605,0
634,0
654,0
628,0
590,0
590,0
489,0
526,0
536,0
495,0
448,0
572,0
478,0
548,0
599,0
454,0
464,0
564,0
527,0
507,0
476,0
595,0
647,0
549,0
560,0
500,0
461,0
540,0
531,0
540,0
529,0
438,0
535,0
476,0
428,0
464,0
545,0
412,0
526,0
479,0
569,0
383,0
547,0
556,0
522,0
479,0
617,0
550,0
539,0
582,0
505,0
424,0
541,0
581,0
513,0
553,0
431,0
545,0
546,0
450,0
555,0
554,0
466,0
594,0
553,0
476,0
490,0
633,0
604,0
732,0
617,0
564,0
554,0
538,0
568,0
646,0
649,0
643,0
601,0
607,0
642,0
623,0
696,0
724,0
710,0
741,0
661,0
710,0
653,0
670,0
715,0
723,0
773,0
723,0
818,0
722,0
691,0
729,0
709,0
754,0
734,0
802,0
805,0
815,0
892,0
862,0
883,0
786,0
782,0
805,0
844,0
839,0
998,0
938,0
886,0
910,0
1019,0
997,0
1049,0
932,0
911,0
1006,0
1055,0
969,0
1054,0
1083,0
980,0
1094,0
1117,0
1168,0
1157,0
1078,0
1177,0
1095,0
1115,0
1157,0
1183,0
1204,0
1231,0
1213,0
1202,0
1277,0
1280,0
1189,0
1264,0
1278,0
1337,0
1298,0
1326,0
1323,0
1336,0
1349,0
1359,0
1479,0
1305,0
1387,0
1450,0
1448,0
1429,0
1501,0
1563,0
1505,0
1524,0
1613,0
1538,0
1548,0
1638,0
1615,0
1672,0
1604,0
1721,0
1669,0
1722,0
1565,0
1713,0
1688,0
1756,0
1692,0
1738,0
1880,0
1878,0
1803,0
1816,0
1833,0
1834,0
1833,0
1875,0
1852,0
1939,0
1952,0
1907,0
1945,0
1966,0
1976,0
2025,0
2048,0
1935,0
1951,0
2130,0
2130,0
2083,0
2127,0
2137,0
2244,0
2164,0
2232,0
2305,0
2269,0
2209,0
2206,0
2157,0
2230,0
2293,0
2312,0
2265,0
2346,0
2311,0
2392,0
2369,0
2319,0
2452,0
2402,0
2483,0
2340,0
2481,0
2473,0
2426,0
2470,0
2524,0
2461,0
2483,0
2533,0
2498,0
2647,0
2639,0
2620,0
2590,0
2593,0
2628,0
2689,0
2707,0
2685,0
2682,0
2729,0
2658,0
2654,0
2745,0
2739,0
2829,0
2774,0
2762,0
2745,0
2892,0
2833,0
2923,0
2812,0
2882,0
3056,0
2862,0
2933,0
2924,0
2962,0
2959,0
2965,0
2979,0
3023,0
3032,0
2989,0
2998,0
2920,0
3076,0
3069,0
3105,0
3032,0
2975,0
3022,0
3157,0
3047,0
3191,0
3035,0
3256,0
3139,0
3195,0
3113,0
3184,0
3297,0
3080,0
3225,0
3138,0
3162,0
3168,0
3209,0
3272,0
3203,0
3246,0
3278,0
3310,0
3268,0
3199,0
3251,0
3122,0
3342,0
3268,0
3334,0
3326,0
3340,0
3382,0
3256,0
3404,0
3336,0
3330,0
3422,0
3422,0
3454,0
3341,0
3439,0
3433,0
3412,0
3444,0
3439,0
3437,0
3406,0
3454,0
3495,0
3508,0
3519,0
3405,0
3446,0
3513,0
3522,0
3424,0
3488,0
3423,0
3470,0
3469,0
3517,0
3494,0
3557,0
3424,0
3384,0
3592,0
3497,0
3424,0
3436,0
3533,0
3547,0
3438,0
3419,0
3463,0
3611,0
3474,0
3577,0
3557,0
3530,0
3487,0
3475,0
3479,0
3503,0
3422,0
3576,0
3519,0
3459,0
3520,0
3431,0
3570,0
3408,0
3479,0
3412,0
3465,0
3477,0
3414,0
3489,0
3416,0
3498,0
3421,0
3515,0
3486,0
3444,0
3479,0
3508,0
3449,0
3472,0
3457,0
3367,0
3512,0
3346,0
3420,0
3393,0
3394,0
3405,0
3396,0
3452,0
3331,0
3403,0
3308,0
3375,0
3383,0
3393,0
3323,0
3310,0
3294,0
3354,0
3289,0
3345,0
3282,0
3311,0
3193,0
3340,0
3203,0
3203,0
3367,0
3189,0
3199,0
3149,0
3211,0
3128,0
3097,0
3225,0
3126,0
3124,0
3200,0
3141,0
3154,0
3133,0
3127,0
3050,0
3120,0
3177,0
3024,0
3091,0
3026,0
3011,0
3020,0
2926,0
2965,0
2929,0
3044,0
2968,0
3057,0
2978,0
2962,0
2853,0
3027,0
2881,0
2853,0
2928,0
2818,0
2831,0
2837,0
2838,0
2834,0
2758,0
2819,0
2784,0
2766,0
2813,0
2730,0
2721,0
2711,0
2589,0
2705,0
2698,0
2727,0
2690,0
2650,0
2672,0
2546,0
2605,0
2573,0
2619,0
2591,0
2551,0
2536,0
2501,0
2514,0
2464,0
2451,0
2474,0
2514,0
2433,0
2347,0
2412,0
2417,0
2354,0
2338,0
2380,0
2292,0
2312,0
2276,0
2247,0
2246,0
2318,0
2242,0
2191,0
2228,0
2233,0
2104,0
2110,0
2182,0
2114,0
2145,0
2054,0
2098,0
2092,0
2014,0
1975,0
2069,0
2083,0
2055,0
1969,0
1953,0
2012,0
2095,0
1959,0
1930,0
1902,0
1899,0
1880,0
1871,0
1839,0
1735,0
1788,0
1811,0
1764,0
1848,0
1753,0
1751,0
1694,0
1769,0
1691,0
1684,0
1680,0
1661,0
1642,0
1646,0
1627,0
1522,0
1643,0
1539,0
1546,0
1564,0
1470,0
1475,0
1454,0
1520,0
1436,0
1472,0
1507,0
1313,0
1340,0
1373,0
1404,0
1435,0
1312,0
1424,0
1396,0
1312,0
1241,0
1262,0
1196,0
1239,0
1200,0
1242,0
1218,0
1352,0
1250,0
1118,0
1191,0
1181,0
1125,0
1096,0
1101,0
1173,0
1104,0
1085,0
1019,0
1020,0
1134,0
928,0
1023,0
1045,0
1026,0
966,0
907,0
973,0
935,0
856,0
929,0
963,0
893,0
905,0
844,0
910,0
954,0
828,0
797,0
797,0
819,0
795,0
856,0
788,0
806,0
794,0
762,0
804,0
735,0
751,0
666,0
747,0
654,0
672,0
597,0
695,0
660,0
651,0
804,0
687,0
713,0
756,0
663,0
665,0
680,0
579,0
624,0
536,0
567,0
533,0
591,0
558,0
691,0
547,0
617,0
616,0
541,0
606,0
540,0
548,0
582,0
612,0
634,0
553,0
647,0
485,0
566,0
586,0
559,0
542,0
504,0
511,0
411,0
580,0
488,0
551,0
469,0
550,0
500,0
516,0
479,0
441,0
590,0
510,0
399,0
496,0
431,0
389,0
558,0
486,0
448,0
470,0
543,0
556,0
365,0
547,0
558,0
500,0
475,0
481,0
448,0
490,0
515,0
572,0
541,0
589,0
539,0
577,0
578,0
461,0
609,0
529,0
602,0
630,0
569,0
562,0
628,0
588,0
584,0
628,0
672,0
554,0
563,0
582,0
577,0
576,0
648,0
598,0
642,0
678,0
672,0
521,0
673,0
702,0
735,0
626,0
704,0
642,0
626,0
694,0
734,0
636,0
673,0
721,0
717,0
669,0
625,0
735,0
709,0
722,0
739,0
769,0
732,0
777,0
882,0
782,0
833,0
806,0
896,0
786,0
839,0
944,0
918,0
905,0
966,0
920,0
926,0
948,0
1033,0
960,0
1014,0
893,0
948,0
1072,0
1003,0
1107,0
1024,0
1116,0
1117,0
1123,0
1067,0
1142,0
1106,0
1020,0
1129,0
1068,0
1228,0
1195,0
1107,0
1081,0
1124,0
1277,0
1329,0
1178,0
1183,0
1350,0
1256,0
1353,0
1280,0
1254,0
1388,0
1368,0
1352,0
1376,0
1401,0
1435,0
1506,0
1457,0
1435,0
1381,0
1384,0
1476,0
1535,0
1606,0
1455,0
1518,0
1566,0
1612,0
1532,0
1655,0
1711,0
1671,0
1644,0
1624,0
1572,0
1708,0
1723,0
1709,0
1740,0
1782,0
1814,0
1891,0
1725,0
1834,0
1839,0
1887,0
1801,0
1758,0
1907,0
1903,0
2034,0
1945,0
2037,0
1968,0
1998,0
2023,0
2061,0
1996,0
2023,0
2041,0
2070,0
1989,0
2123,0
2175,0
2129,0
2101,0
2157,0
2209,0
2260,0
2152,0
2194,0
2261,0
2274,0
2390,0
2253,0
2242,0
2320,0
2371,0
2359,0
2383,0
2330,0
2391,0
2414,0
2336,0
2476,0
2400,0
2465,0
2559,0
2461,0
2454,0
2500,0
2548,0
2563,0
2516,0
2543,0
2558,0
2609,0
2648,0
2591,0
2601,0
2658,0
2649,0
2741,0
2659,0
2790,0
2721,0
2772,0
2828,0
2793,0
2715,0
2799,0
2877,0
2770,0
2725,0
2848,0
2798,0
2910,0
2763,0
2939,0
2879,0
2910,0
2896,0
2984,0
2995,0
2957,0
2812,0
2942,0
2989,0
3026,0
3012,0
3030,0
3082,0
3076,0
2996,0
2993,0
3064,0
3134,0
3089,0
3129,0
3178,0
3077,0
3079,0
2981,0
3183,0
3129,0
3207,0
3116,0
3196,0
3217,0
3229,0
3306,0
3221,0
3206,0
3290,0
3257,0
3261,0
3279,0
3278,0
3357,0
3336,0
3352,0
3307,0
3252,0
3366,0
3265,0
3275,0
3385,0
3294,0
3314,0
3449,0
3329,0
3502,0
3387,0
3390,0
3386,0
3358,0
3420,0
3600,0
3371,0
3383,0
3284,0
3407,0
3331,0
3452,0
3433,0
3410,0
3442,0
3351,0
3523,0
3550,0
3442,0
3583,0
3380,0
3442,0
3490,0
3442,0
3372,0
3395,0
3414,0
3481,0
3475,0
3546,0
3559,0
3465,0
3484,0
3537,0
3522,0
3440,0
3464,0
3519,0
3489,0
3428,0
3584,0
3553,0
3480,0
3487,0
3469,0
3530,0
3575,0
3548,0
3528,0
3519,0
3432,0
3510,0
3532,0
3513,0
3482,0
3491,0
3455,0
3367,0
3576,0
3442,0
3531,0
3439,0
3484,0
3383,0
3458,0
3379,0
3484,0
3458,0
3349,0
3465,0
3461,0
3365,0
3398,0
3396,0
3375,0
3380,0
3384,0
3394,0
3308,0
3444,0
3413,0
3325,0
3424,0
3272,0
3342,0
3405,0
3285,0
3405,0
3325,0
3313,0
3305,0
3297,0
3293,0
3361,0
3329,0
3327,0
3213,0
3171,0
3252,0
3255,0
3223,0
3224,0
3165,0
3186,0
3132,0
3246,0
3262,0
3130,0
3168,0
3082,0
3111,0
3133,0
3183,0
3097,0
3050,0
3176,0
3074,0
3029,0
3090,0
3074,0
3030,0
3079,0
2999,0
3027,0
2889,0
3100,0
2961,0
2934,0
3009,0
2970,0
2891,0
2928,0
2891,0
2962,0
2812,0
2946,0
2885,0
2758,0
2863,0
2766,0
2878,0
2834,0
2838,0
2727,0
2801,0
2746,0
2757,0
2701,0
2701,0
2740,0
2633,0
2666,0
2639,0
2597,0
2607,0
2541,0
2635,0
2528,0
2563,0
2506,0
2628,0
2468,0
2536,0
2612,0
2492,0
2540,0
2425,0
2379,0
2440,0
2363,0
2487,0
2384,0
2425,0
2402,0
2293,0
2332,0
2368,0
2326,0
2329,0
2278,0
2340,0
2246,0
2325,0
2176,0
2159,0
2142,0
2146,0
2203,0
2153,0
2097,0
2186,0
2088,0
2002,0
2140,0
2115,0
2065,0
2002,0
2078,0
1953,0
1976,0
1986,0
1948,0
1985,0
1889,0
1889,0
1960,0
1893,0
1881,0
1775,0
1849,0
1784,0
1733,0
1745,0
1807,0
1756,0
1705,0
1789,0
1723,0
1732,0
1634,0
1714,0
1635,0
1664,0
1627,0
1626,0
1620,0
1624,0
1512,0
1478,0
1562,0
1468,0
1537,0
1612,0
1528,0
1398,0
1411,0
1424,0
1385,0
1443,0
1366,0
1354,0
1384,0
1347,0
1349,0
1213,0
1293,0
1318,0
1312,0
1277,0
1280,0
1275,0
1265,0
1269,0
1223,0
1171,0
1208,0
1201,0
1157,0
1106,0
1289,0
1121,0
1091,0
1004,0
1105,0
1137,0
1039,0
1072,0
1103,0
989,0
976,0
935,0
960,0
982,0
933,0
1005,0
853,0
915,0
945,0
877,0
919,0
845,0
961,0
936,0
846,0
783,0
812,0
873,0
772,0
848,0
846,0
791,0
805,0
758,0
814,0
715,0
771,0
834,0
759,0
770,0
677,0
843,0
738,0
652,0
647,0
636,0
746,0
788,0
691,0
622,0
696,0
690,0
652,0
714,0
531,0
589,0
588,0
611,0
692,0
650,0
569,0
555,0
586,0
539,0
596,0
512,0
590,0
606,0
515,0
585,0
596,0
525,0
587,0
657,0
538,0
569,0
482,0
515,0
581,0
481,0
604,0
569,0
519,0
463,0
503,0
516,0
543,0
419,0
596,0
466,0
498,0
495,0
543,0
548,0
534,0
404,0
446,0
575,0
481,0
495,0
451,0
483,0
509,0
561,0
596,0
588,0
560,0
560,0
550,0
493,0
536,0
448,0
490,0
416,0
618,0
525,0
552,0
594,0
590,0
567,0
518,0
532,0
505,0
477,0
609,0
546,0
599,0
529,0
630,0
531,0
610,0
517,0
689,0
702,0
656,0
588,0
585,0
607,0
557,0
612,0
654,0
635,0
674,0
722,0
753,0
728,0
701,0
712,0
697,0
711,0
760,0
667,0
729,0
744,0
753,0
750,0
707,0
681,0
722,0
780,0
808,0
751,0
869,0
774,0
888,0
891,0
779,0
877,0
881,0
816,0
907,0
885,0
848,0
931,0
939,0
838,0
859,0
1041,0
919,0
1009,0
982,0
1039,0
1043,0
1064,0
1111,0
1070,0
1169,0
1050,0
1095,0
1076,0
1192,0
1154,0
1177,0
1148,0
1160,0
1239,0
1193,0
1306,0
1192,0
1226,0
1259,0
1248,0
1282,0
1232,0
1262,0
1335,0
1420,0
1402,0
1435,0
1336,0
1426,0
1426,0
1504,0
1433,0
1400,0
1553,0
1450,0
1303,0
1469,0
1585,0
1501,0
1534,0
1576,0
1602,0
1625,0
1595,0
1677,0
1529,0
1668,0
1652,0
1650,0
1740,0
1626,0
1751,0
1685,0
1806,0
1788,0
1748,0
1751,0
1788,0
1770,0
1803,0
1896,0
1867,0
1818,0
1945,0
1931,0
1892,0
1934,0
1996,0
1936,0
2013,0
2054,0
2054,0
2054,0
2047,0
2087,0
2170,0
2094,0
2084,0
2184,0
2133,0
2135,0
2158,0
2123,0
2186,0
2241,0
2210,0
2208,0
2311,0
2275,0
2208,0
2384,0
2264,0
2294,0
2374,0
2389,0
2437,0
2390,0
2412,0
2370,0
2464,0
2434,0
2424,0
2506,0
2517,0
2411,0
2546,0
2520,0
2624,0
2583,0
2544,0
2601,0
2596,0
2609,0
2659,0
2608,0
2562,0
2630,0
2695,0
2641,0
2723,0
2641,0
2781,0
2742,0
2793,0
2695,0
2722,0
2772,0
2732,0
2833,0
2672,0
2810,0
2868,0
2841,0
2881,0
2930,0
2929,0
2923,0
2956,0
2945,0
2891,0
2931,0
2949,0
2917,0
3062,0
2937,0
3072,0
3036,0
3092,0
3062,0
3051,0
3130,0
3046,0
3152,0
3088,0
3073,0
3060,0
3110,0
3140,0
3214,0
3141,0
3249,0
3231,0
3115,0
3055,0
3124,0
3237,0
3267,0
3242,0
3179,0
3270,0
3262,0
3245,0
3251,0
3175,0
3290,0
3364,0
3294,0
3317,0
3391,0
3244,0
3342,0
3332,0
3359,0
3297,0
3448,0
3451,0
3392,0
3316,0
3268,0
3360,0
3395,0
3475,0
3405,0
3365,0
3371,0
3326,0
3477,0
3382,0
3384,0
3451,0
3478,0
3468,0
3440,0
3445,0
3549,0
3455,0
3471,0
3538,0
3506,0
3443,0
3534,0
3490,0
3512,0
3493,0
3531,0
3549,0
3413,0
3527,0
3563,0
3582,0
3425,0
3450,0
3459,0
3506,0
3456,0
3553,0
3554,0
3593,0
3494,0
3424,0
3407,0
3491,0
3428,0
3548,0
3473,0
3459,0
3503,0
3463,0
3528,0
3434,0
3532,0
3589,0
3333,0
3519,0
3432,0
3538,0
3501,0
3463,0
3531,0
3475,0
3477,0
3482,0
3418,0
3462,0
3382,0
3446,0
3407,0
3401,0
3472,0
3509,0
3396,0
3292,0
3350,0
3409,0
3451,0
3393,0
3455,0
3432,0
3295,0
3379,0
3409,0
3403,0
3331,0
3359,0
3374,0
3350,0
3302,0
3364,0
3292,0
3306,0
3306,0
3256,0
3271,0
3212,0
3280,0
3262,0
3222,0
3253,0
3208,0
3312,0
3238,0
3228,0
3178,0
3197,0
3250,0
3109,0
3109,0
3141,0
3025,0
3144,0
3075,0
3084,0
3096,0
3173,0
3097,0
3031,0
3052,0
3016,0
3148,0
3005,0
2962,0
3035,0
3013,0
2941,0
3009,0
2980,0
3012,0
2922,0
2916,0
2881,0
2911,0
2956,0
2827,0
2918,0
2845,0
2881,0
2854,0
2771,0
2778,0
2824,0
2732,0
2701,0
2756,0
2722,0
2660,0
2661,0
2790,0
2764,0
2721,0
2617,0
2672,0
2575,0
2561,0
2656,0
2538,0
2582,0
2549,0
2567,0
2578,0
2580,0
2582,0
2465,0
2417,0
2420,0
2425,0
2393,0
2416,0
2417,0
2336,0
2392,0
2384,0
2296,0
2401,0
2328,0
2384,0
2298,0
2363,0
2258,0
2321,0
2272,0
2176,0
2267,0
2185,0
2108,0
2157,0
2116,0
2121,0
2091,0
2053,0
2090,0
2112,0
1986,0
1970,0
2057,0
1980,0
2010,0
1921,0
1978,0
1961,0
1913,0
1805,0
1864,0
1883,0
1875,0
1826,0
1762,0
1848,0
1822,0
1857,0
1672,0
1730,0
1722,0
1745,0
1685,0
1653,0
1697,0
1659,0
1739,0
1646,0
1618,0
1627,0
1641,0
1617,0
1570,0
1533,0
1568,0
1612,0
1449,0
1500,0
1465,0
1400,0
1461,0
1448,0
1449,0
1464,0
1437,0
1427,0
1365,0
1336,0
1312,0
1355,0
1313,0
1325,0
1328,0
1207,0
1326,0
1261,0
1238,0
1321,0
1237,0
1257,0
1137,0
1228,0
1202,0
1187,0
1131,0
1169,0
1111,0
1153,0
1117,0
1070,0
989,0
1136,0
1030,0
1062,0
998,0
1048,0
972,0
1082,0
1027,0
892,0
1069,0
959,0
962,0
902,0
941,0
831,0
888,0
829,0
764,0
873,0
942,0
764,0
881,0
837,0
799,0
775,0
870,0
796,0
799,0
741,0
650,0
715,0
748,0
610,0
765,0
701,0
729,0
744,0
758,0
782,0
614,0
606,0
693,0
599,0
640,0
648,0
